name,address,website,normal_score
Kosy's,"Pariserstrasse, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d5996579,4.5
Briciole Café,"Oskar-von-Miller-Ring 31, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d5999563,4.5
The Flave of Munich,"Nordallee 29, 85356 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6002571,3.5
Fischzucht Ertl -Essen Am Forellenhof-,"Am Zillerhof 84 München - Lochhausen, 82194 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6022335,4.5
MN,"Erhardtstr. 15, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6103930,4.0
Amber Indian Restaurant,"Ostpreussenstr. 45 ., 81927 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6103934,4.5
La Sophia,"Kolumbusstr. 1, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6104361,3.5
Galini,"Belgradstr. 29, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6104362,4.0
Cafe Bar Limulus,"Schloss Nymphenburg 1, 80638 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6107751,3.0
Pizza Adria,"Landsberger Str. 493, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6108913,5.0
NamViet,"Prinzregentenstr. 122, 81677 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6114779,3.0
I Love Leo,"Ecke Kaulbachstraße / Veterinärstraße, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6120780,4.0
Die Griechin Am Schloss,"Notburgastr. 10, 80639 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6154997,4.0
Holzofen Pizzeria Borghese,"Hugo-Weiss-Str. 8, 81827 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6205506,3.5
Café Wiener,"Reichenbachstr. 8, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6229826,3.5
Markt-Stadl,"Westenriederstr. 13, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6277456,3.5
Bar Dell'Osteria,"Schellingstr. 60, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6351096,3.5
Gelateria Garda,"Zweibrueckenstr. 17, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6351791,4.5
Local Square München,"Goethestr. 20, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6354051,4.5
Restaurant Löwenpicknick,"Blumenauer Str. 4, 80689 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6367098,3.5
The Victorian House Sconery & Tea to Go,"Theatinerstr. 16 Muenchen, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6385553,4.0
Ventimigla,"Isartorplatz 4, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6387200,3.0
Déjà bu?,"Buttermelcherstr. 2A, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6387233,4.5
Vini E Cibi,"Viktoriastr. 25, 80803 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6404188,4.5
Bar Retro & Restaurant,"Goethestr. 20, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6405609,4.0
Gartensalon München,"Tuerkenstr. 90, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6414369,4.5
Alter Wirt,"Forstenrieder Allee 187, 81476 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6416920,4.0
Le Copain No.02,"Wittelsbacherstr. 15, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6417751,3.5
Delhi Palace,"Flurstrasse 32 Ecke Einsteinstrasse, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6420293,4.5
Espressobar Segafredo,"Residenzstr. 21, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6425650,3.5
Klenze 17,"Klenzestr. 17, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6427226,4.5
Nur Einmal Leben,"Riesenfeldstr. 72, 80809 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6432414,5.0
Schuhbeck's Eissalon & Joghurteria,"Pfisterstr. 11, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6432683,3.5
Kleines Kameel,"Hofgraben 3, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6453683,4.5
Café Daddy Longlegs Açai München,"Barer Str. 42, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6463256,4.0
Viet Bistro,"Belgradstr. 19, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6464396,4.5
Humboldts,"Humboldtstr. 1, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6468559,4.5
Mymuesli Munchen,"Viktualienmarkt 7, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6476703,4.5
Thai Krung Si,"Giselastr. 8 Eingang Kaulbachstrasse, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6482554,5.0
mauz,"Leopoldstr. 20, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6487851,4.0
Mia,"Westermuehlstr. 10, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6496772,4.0
Kleines Max,"Hochbruckenstrasse 18, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6496802,4.0
Piacere Nuovo,"Donnersbergerstr. 54, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6496803,4.5
Bricelta,"Kreuzstr. 3a, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6496814,4.0
James Spoon,"Augustenstr. 60, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6496921,5.0
Morawek & Mencner Gastronomie,"Frauenplatz 9, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6496924,4.5
Taj,"Belgradstr. 29, 80796 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6503310,4.0
Weingut Karl Braun Restaurant,"Weinbergstr. 42, 97334 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6509076,
Jahreszeiten Lobby,"Maximilianstr. 17, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6539502,4.5
Burrito Company,"Baaderstr. 68, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6562513,4.5
ZAR Restaurant & Bar,"Rosenheimer Str. 240, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6570755,4.0
Oh Julia,"Sendlinger Str. 12a In der Hofstatt Innenhof auch Färbergraben 16, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6578041,3.5
Taverna Arkadi,"Landwehrstr. 58, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6588688,4.0
Wiener's Speisecafe Bar,"Ismaninger Str. 71a, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6596738,3.0
True & 12 Handmade Ice Cream,"Rosenheimer Str. 14 Opposite Gasteig, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6619136,4.5
White Rabbit's Room,"Franziskanerstr. 19, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6623255,4.0
Henry's Deli,"Pasinger Bahnhofsplatz 5, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6624934,3.5
Taverna Limani,"Rotdornstr. 2, 81547 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6638510,4.5
Thai Phuc,"Blumenstr. 1, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6642058,4.5
Zimt Und Zucker,"Franz-Nissl-Str. 21, 80999 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6662908,4.5
Kaffeerosterei Viktualienmarkt,"Viktualienmarkt Abteilung III/Stand 3/26, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6663066,4.5
Sudlandische Feinkost,"Schrannenhalle, Viktualienmarkt, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6674958,4.5
Mimmo E Co,"Kapuzinerstr. 6, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6676190,4.5
Pogner's,"Pognerstr. 5, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6679788,4.0
Mongkok,"Kapuzinerstrasse 39, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6687213,4.0
JOY Restaurant,"Schlossschmidstr. 5, 80639 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6690709,4.0
Persepolis,"Karlstrasse 54A, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6699565,4.0
Da Maria,"Heimeranstr. 51, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6721559,4.5
Galeria Kaufhof,"Kaufinger Straße 1-5, 80326 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6728321,4.0
Marais Soir,"Schwanthalerstr. 131, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6732694,4.5
Cafe Flower,"Theresienstr. 33 Amalienstrasse 33, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6732755,4.5
Afros,"Braystr. 22, 81677 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6734954,4.0
Nordsee,"Riesstr. 59, 80993 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6739998,4.0
LeDu Happy Dumplings,"Theresienstr. 18, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6751226,4.0
Lecker Schmecker Backer Snacker,"Sattlerstr. 1, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6764459,4.0
Stiglerie,"Nymphenburger Str. 3, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6765424,4.5
Cafe Botanischer Garten,"Menzinger Str. 65, 80638 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6770872,3.0
Benko Cafe,"Luisenstr. 41, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6771624,4.5
my Indigo Munchner Freiheit,"Muenchener Freiheit 6, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6772682,4.0
Nordsee,"Schüetzenstraße 10, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6780446,4.0
4 URBS,"Ebene 04 Terminalstrasse Mitte Terminal 2, Ebene 04, Gate G, 85356 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6780501,3.0
Ha Long Bay,"Hilblestr. 26, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6780507,4.5
BaReVe,"Ursulastraße 3, Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6780644,
Starbucks,"Terminal 2 Arrivals, 85356 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6784123,3.5
Cellino,"Josef-Frankl-Str. 4, 80995 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6784141,4.5
Peony Lounge,"Hoerwarthstr. 4 80804 München, 80804 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6800628,4.5
Cochinchina,"Kaiserstr. 28, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6813275,4.0
Kytaro,"Koniginstrasse 34, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6816779,4.0
Dean & David,"Tal 42, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6825717,3.0
Binh Minh,"Bayerstr. 101, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6833208,4.5
Osteria Bianchi,"Gollierstr. 38, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6847645,3.5
Irodion,"Rappelhofstr. 4, 81929 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6861463,3.5
Chang Restaurant,"Wolfratshauser Str. 268, 81479 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6863415,3.5
Augustiner Schutzengarten,"Zielstattstr. 6, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6864963,3.5
Mozzamo,"Gassnerstr. 1, 80639 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6870141,4.0
Caffettino,"Fraunhoferstr. 17, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6870406,
Salzkruste,"Georgenstr. 45, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6870844,4.5
Phi - Asia Küche,"Pappenheimstr. 12, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6870997,4.5
Cafe Milch & Honig,"Heideckstr. 18, 80637 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6880875,3.5
CleverFood GmbH,"Planegger Str. 54, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6882373,5.0
Mr. Pancake,"Gabelsbergerstr. 34 Near Technische Universität München, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6890001,4.5
Holy Burger Downtown,"Dachauer Str. 7a, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6895782,4.0
Lilly's Vietnam&Tai Cuisin,"Rosenheimer Str. 66, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6899724,3.5
Mr Baker's Coffee House,"Steinstr. 12-81667, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6918158,4.5
The Italian Shot,"Holzstrasse 25, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6923075,4.0
Broeding,"Schulstr. 9, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d692576,4.5
Bayerisches Schnitzel- &  Hendlhaus,"Limesstr. 63, 81243 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6945056,3.5
Thai - Fresh Cuisine,"Kaflerstr. 2, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6954176,4.5
Acetaia,"Nymphenburger Str. 215, 80639 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695486,4.0
Acquarello,"Muhlbaurstrasse 36, 81677 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695487,4.0
Andechser am Dom,"Frauenplatz 7, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695500,4.0
Austernkeller,"Stollbergstr. 11, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695501,4.5
Bon Valeur,"Sonnenstr. 17, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695526,3.0
Buffet Kull,"Marienstrasse 4 80331 München, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695541,4.5
Restaurant am Chinesischen Turm Haberl,"Englischer Garten 3 Chinesischen Turm Restaurant & Biergarten, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695585,4.0
Cooperativa,"Jahnstr. 35, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695592,4.0
Cafe-Bistro Dallmayr,"Dienerstr. 14-15, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695601,4.5
Gaststätte Faun,"Hans-Sachs-Str. 17, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d695659,4.0
Hexengarten Neuhausen,"Baldurstr. 49, 80638 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6960438,4.0
Alles Wurscht,"Nikolaiplatz 3, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6966350,4.5
Aumüller,"Baumkirchner Str. 13, 81673 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6975918,4.5
Emilo,"Buttermelcherstr. 5, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6977036,5.0
Sausalitos Munchen Pasing,"Kaflerstr. 2, 81241 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6981879,3.0
O'roje Aperipasta,"Gustav-Heinemann-Ring 212, 81739 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6984545,4.0
Sushi Magie,"Westenriederstr. 13, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6996755,3.5
Restaurant Ilios,"Situlistrasse 7, 80939 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6997144,4.5
Gourmet Tempel Muenchen,"Maria-Probst-Str. 22, 80939 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6999543,3.5
Hickory Grill & Smokehouse,"Blutenburgstr. 112, 80636 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6999552,4.0
Letoon,"Johannisplatz 21, 81667 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d6999556,3.5
La Vida,"Kreuzstr. 3a, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7002102,4.0
Leo's Lounge,"Rosenheimer Str. 98, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7014715,4.0
Ristorante - Pizzeria Italia Im Tal,"Hochbrueckenstr. 3, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7018484,3.5
Tram Cafe Munchen,"Muellerstr. 46, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7020184,4.5
Canal Grande,"Ferdinand-Maria-Str. 51, 80639 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7028904,4.0
Ihle Ihr Frischback,"Rosenheimer Str. 30, 81669 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7039495,3.5
Hoa Thai,"Dachauer Str. 286a, 80992 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7045201,4.0
Da Giovanni Ristorante Pizzeria,"Koenigswieser Str. 106, 81475 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7045931,4.0
Thalassa Sendling,"Cimbernstr. 3, 81377 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7046654,4.5
Augustiner Brau Echardinger Einkehr,"Bad-Kreuther-Str. 8, 81671 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7047485,4.0
Ohlala! Feines Aus Frankreich,"Schrannenhalle Viktualienmarkt 15 Munchen, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7047621,4.0
iceDate - Die vegane Bio-Eismanufaktur (Winterpause bis Frühling 2021!),"Amalienstr. 91, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7047665,4.0
McDonald's,"Tal 6, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7060478,3.0
Fresh Cooking,"Carl-Wery-Str. 26, 81739 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7060724,4.0
Pizzakothek,"Barer Str. 48, 80799 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7060961,4.0
Punto Gelato,"Schwanthalerstr. 131, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7064429,5.0
Brotraum,"Herzogstr. 6, 80803 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7068581,4.5
El Gaucho,"Frauenstr. 7-9, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7074806,4.5
Man Versus Machine Coffee Roasters,"Muellerstr. 23, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7084150,4.5
TIAN Restaurant Munchen,"Frauenstrasse 4, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7085205,4.5
Caffè Da Me,"Kohlstrasse 11, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7087691,4.5
Marks Feinkost,"Kufsteiner Platz 3, 81679 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7092408,4.0
Santo Anger,"Blumenstr. 25, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7098594,4.5
Buena Vista Bar,"Am Einlass 2a, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7098911,3.5
Sarajevo Imbiss,"Paul-Heyse-Str. 23, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7100335,4.5
Tony's Essbar,"Georgenschwaigstr. 42, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7101578,4.5
Italo Ristorantino,"Albert Rosshaupter Strasse 3, 81369 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7110398,4.5
Hokkaido Asia Restaurant,"Friedrichshafener Str. 17, 81243 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7112083,3.5
Ristorante Nuova Italia,"Landsberger Str. 331, 80687 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7113318,2.5
Restaurant Laurin,"Heiliggeiststr. 6 Viktualienmarkt, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7115905,4.5
HANS IM GLUECK Burgergrill & Bar,"Leopoldstr. 250, 80807 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7117854,4.0
Asia-Goldstäbchen,"Lindwurmstr. 110, 80337 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7130522,2.0
Cafe Dupont,"Landsberger Str. 94, 80339 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7133681,4.5
Talstation,"Maximilianstr. 17, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7133705,5.0
Wienerwald,"Schleissheimer Strasse 470, 80935 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7133712,2.5
Wienerwald,"Valpichlerstrasse 60, 80686 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7133716,3.5
Sardinia Day,"Schleissheimer Str. 2, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7134885,4.5
Derya Restaurant,"Schillerstr. 34, 80336 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7137994,3.5
Storchenburg,"Friedenstr. 10, 81671 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7138244,4.0
Giesinger Garten,"Gerhardstrasse 4, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7138279,4.5
Japatapa Noodle Men,"Wurzerstr. 18, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7138659,3.5
Vivi Il Mondo Italiano,"Sternstr. 28, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7140950,4.5
Gecco Gastronomie,"Fuerstenfelder Str. 5/9, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7144190,3.5
Herzog,"Maxburgstr. 4, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7146599,4.0
Restaurant Pageou,"Kardinal-Faulhaber-Str. 10, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7148073,4.5
Prinz Myshkin Garden,"Menzinger Str. 103, 80997 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7153029,4.0
Gandl,"Sankt Anna Platz 1, 80538 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715324,4.0
Garden,"Promenadeplatz 2-6, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715327,4.0
Vinothek by Geisel,"Schuetzenstr. 11, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715332,4.5
Cafe Glockenspiel,"Marienplatz 28, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715334,4.0
Locanda Busento,"Schoenstr. 21, 81543 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7153447,4.0
Origo at Pep Neuperlach Mall,"Ollenhauerstr. 6, 81737 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7153465,3.5
Jagdschlossl,"Nymphenburger Str. 162, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715394,3.5
Restaurant Kafer-Schänke,"Prinzregentenstr. 73 Der Eingang liegt in der Schumannstraße, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715400,4.5
Konigsquelle,"Baaderplatz 2, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715403,4.5
Kaisergarten,"Kaiserstr. 34, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715404,4.0
Kirschblute,"Ickstattstr. 26, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715415,4.5
Brasserie La Bouche,"Haimhauserstr. 8, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715431,4.0
La Tazza D'oro,"Hohenzollernstr. 13, 80801 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715443,4.5
Trattoria Pizzeria La Valle estab. 1998,"Sparkassenstr. 5 Marienplatz, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715447,4.0
Landersdorfer & Innerhofer,"Hackenstr. 6-8, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715453,4.5
Le Faubourg,"Kirchenstr. 5, 81675 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715460,4.0
Lenbach,"Ottostr. 6, 80333 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715465,3.5
Mangostin Asia,"Maria-Einsiedel-Str. 2, 81379 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d715496,4.0
Restaurant Jolie,"Albert-Rosshaupter-Str. 22, 81369 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7158860,3.5
Antep Kebap,"Wendl-Dietrich-Str. 22, 80634 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7159550,4.5
Esspunkt,"Bayerstr. 10, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d7177835,3.5
Nymphenburger Hof,"Nymphenburger Str. 24, 80335 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718239,4.5
Pacific Times,"28 Baader Strasse, 80469 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718256,4.5
Pepenero,"Feilitzschstr. 23, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718265,4.0
Paulaner Nockherberg,"Hochstr. 77, 81541 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718268,4.0
Prinz Myshkin,"Hackenstr. 2, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718281,4.0
Der Pschorr,"Viktualienmarkt 15, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718283,4.0
Punjabi,"Zweibrueckenstr. 15, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718284,5.0
Riva Tal,"Tal 44, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718310,4.0
Romans,"Romanstr. 1, 80639 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718313,4.0
Sangam,"Werner-Schlierf-Str. 23, 81539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718327,4.0
Sasou,"Marienplatz 28, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718328,3.5
Schuhbecks Sudtiroler Stuben,"Platzl 6 + 8, 80331 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718340,4.0
Schumann's Bar,"Odeonsplatz 6+7 am Hofgarten, 80539 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718341,3.5
Shere Punjab,"Leopoldstr. 43, 80802 Munich, Bavaria Germany",https://www.tripadvisor.com/g187309-d718349,2.5
